FileName	ARTIST	TITLE	Release Year	Rolling Stone Rank	RS 5x20 subset	Lyric subset	YoutubeLink
ElvisPresley_ThatsAllRight_1954	Elvis Presley	That's All Right	1954	112	FALSE	FALSE	https://www.youtube.com/watch?v=NmopYuF4BzY
SimonAndGarfunkel_TheBoxer_1969	Simon and Garfunkel	The Boxer	1969	105	FALSE	FALSE	https://www.youtube.com/watch?v=Bb3TyhlhriY
GrandmasterFlashAndTheFuriousFive_TheMessage_1982	Grandmaster Flash & the Furious Five	The Message	1982	51	TRUE	FALSE	https://www.youtube.com/watch?v=PobrSpMwKk4
SimonAndGarfunkel_TheSoundsOfSilence_1965	Simon and Garfunkel	The Sounds of Silence	1965	156	FALSE	FALSE	https://www.youtube.com/watch?v=nwP3vPQi0nI
BobDylan_TheTimesTheyAreAChangin_1964	Bob Dylan	The Times They Are A-Changin'	1964	59	FALSE	FALSE	https://www.youtube.com/watch?v=90WD_ats6eE
TheMiracles_TheTracksOfMyTears_1965	The Miracles	The Tracks of My Tears	1965	50	FALSE	FALSE	https://www.youtube.com/watch?v=Vjw2dSRVCPE
TheBand_TheWeight_1968	The Band	The Weight	1968	41	FALSE	FALSE	https://www.youtube.com/watch?v=eG409WzvTtQ
BruceSpringsteen_ThunderRoad_1975	Bruce Springsteen	Thunder Road	1975	86	TRUE	TRUE	https://www.youtube.com/watch?v=6O3MO2y30fU
LittleRichard_TuttiFrutti_1955	Little Richard	Tutti Frutti	1955	43	TRUE	FALSE	https://www.youtube.com/watch?v=Cj059o9OwqY
TheDrifters_UpOnTheRoof_1962	The Drifters	Up On the Roof	1962	113	FALSE	FALSE	https://www.youtube.com/watch?v=puM1k-S86nE
JimiHendrix_VoodooChild_1968	Jimi Hendrix	Voodoo Child (Slight Return)	1968	101	FALSE	FALSE	https://www.youtube.com/watch?v=IZBlqcbpmxY
DionneWarwick_WalkOnBy_1964	Dionne Warwick	Walk On By	1964	70	FALSE	FALSE	https://www.youtube.com/watch?v=FGgxMO15sE
TheKinks_WaterlooSunset_1967	The Kinks	Waterloo Sunset	1967	42	FALSE	FALSE	https://www.youtube.com/watch?v=N_MqfF0WBsU
RayCharles_WhatdISay_1959	Ray Charles	What'd I Say	1959	10	TRUE	TRUE	https://www.youtube.com/watch?v=EPLZL4sJtI
MarvinGaye_WhatsGoingOn_1971	Marvin Gaye	What's Going On	1971	4	TRUE	TRUE	https://www.youtube.com/watch?v=H-kA3UtBj4M
PercySledge_WhenAManLovesAWoman_1966	Percy Sledge	When a Man Loves a Woman	1966	54	FALSE	FALSE	https://www.youtube.com/watch?v=EYb84BDMbi0
Prince_WhenDovesCry_1984	Prince and the Revolution	When Doves Cry	1984	52	TRUE	TRUE	https://www.youtube.com/watch?v=UG3VcCAlUgE
TheBeatles_WhileMyGuitarGentlyWeeps_1968	The Beatles	While My Guitar Gently Weeps	1968	135	FALSE	FALSE	https://www.youtube.com/watch?v=YEMEAxlYL04
BoDiddley_WhoDoYouLove_1957	Bo Diddley	Who Do You Love	1957	132	FALSE	FALSE	https://www.youtube.com/watch?v=8w9Eii9ZFsQ
LedZeppelin_WholeLottaLove_1969	Led Zeppelin	Whole Lotta Love	1969	75	FALSE	FALSE	https://www.youtube.com/watch?v=HQmmMQwG4k
JerryLeeLewis_WholeLottaShakinGoinOn_1957	Jerry Lee Lewis	Whole Lotta Shakin' Goin On	1957	61	TRUE	FALSE	https://www.youtube.com/watch?v=Fw7SBF-35Es
TheShirelles_WillYouLoveMeTomorrow_1960	The Shirelles	Will You Love Me Tomorrow	1960	125	FALSE	FALSE	https://www.youtube.com/watch?v=4955hA_hcB4
U2_WithOrWithoutYou_1987	U2	With or Without You	1987	131	TRUE	TRUE	https://www.youtube.com/watch?v=WZKnQRkWzLI
TheWho_WontGetFooledAgain_1971	The Who	Won't Get Fooled Again	1971	133	FALSE	FALSE	https://www.youtube.com/watch?v=SHhrZgojY1Q
TheBeatles_Yesterday_1965	The Beatles	Yesterday	1965	13	TRUE	TRUE	https://www.youtube.com/watch?v=wXTJBr9tt8Q
TheRollingStones_YouCantAlwaysGetWhatYouWant_1969	The Rolling Stones	You Can't Always Get What You Want	1969	100	FALSE	FALSE	https://www.youtube.com/watch?v=Ef9QnZVpVd8
TheKinks_YouReallyGotMe_1964	The Kinks	You Really Got Me	1964	82	FALSE	FALSE	https://www.youtube.com/watch?v=fTTsY-oz6Go
SamCooke_YouSendMe_1957	Sam Cooke	You Send Me	1957	115	FALSE	FALSE	https://www.youtube.com/watch?v=mrwfB4aAZZc
TheRighteousBrothers_YouveLostThatLovinFeelin_1964	The Righteous Brothers	You've Lost That Lovin' Feelin'	1964	34	FALSE	FALSE	https://www.youtube.com/watch?v=uOnYY9Mw2Fg
EltonJohn_YourSong_1970	Elton John	Your Song	1970	136	FALSE	FALSE	https://www.youtube.com/watch?v=mXuUtEDp_Mo
